TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON
,5,2,3,0.4,133,316,0.421,18,60,0.3,99,155,0.639,57,126,183,62,109.0,30,17,23,128,154,383,-31.0,2009-10
,5,0,5,0.0,141,363,0.388,31,108,0.287,85,113,0.752,57,109,166,68,69.0,32,28,23,122,119,398,-51.0,2009-10
,5,0,5,0.0,123,293,0.42,20,64,0.313,63,95,0.663,48,98,146,61,109.0,34,27,12,104,110,329,-69.0,2009-10
Atlanta Hawks,82,53,29,0.646,3181,6801,0.468,524,1455,0.36,1452,1914,0.759,969,2451,3420,1789,980.0,592,413,359,1632,1582,8338,382.0,2009-10
Boston Celtics,82,50,32,0.61,3039,6294,0.483,499,1433,0.348,1559,2090,0.746,716,2449,3165,1930,1219.0,701,402,386,1816,1777,8136,300.0,2009-10
Charlotte Bobcats,82,44,38,0.537,2858,6306,0.453,460,1331,0.346,1637,2180,0.751,858,2490,3348,1658,1290.0,632,446,502,1597,1804,7813,120.0,2009-10
Chicago Bulls,82,41,41,0.5,3081,6825,0.451,352,1066,0.33,1479,1962,0.754,937,2715,3652,1704,1175.0,531,478,438,1648,1643,7993,-134.0,2009-10
Cleveland Cavaliers,82,61,21,0.744,3101,6391,0.485,602,1582,0.381,1569,2180,0.72,791,2692,3483,1835,1137.0,564,425,325,1591,1708,8373,535.0,2009-10
Dallas Mavericks,82,55,27,0.671,3140,6760,0.464,558,1498,0.372,1526,1870,0.816,834,2586,3420,1917,1059.0,624,449,337,1563,1652,8364,223.0,2009-10
Denver Nuggets,82,53,29,0.646,3124,6678,0.468,544,1517,0.359,1937,2508,0.772,889,2505,3394,1719,1136.0,683,417,438,1844,1943,8729,335.0,2009-10
Detroit Pistons,82,27,55,0.329,2940,6602,0.445,374,1190,0.314,1455,1998,0.728,1053,2242,3295,1591,1100.0,596,313,401,1822,1702,7709,-419.0,2009-10
Golden State Warriors,82,26,56,0.317,3329,7094,0.469,633,1687,0.375,1631,2085,0.782,753,2397,3150,1839,1204.0,761,340,407,1886,1757,8922,-295.0,2009-10
Houston Rockets,82,42,40,0.512,3094,6923,0.447,646,1838,0.351,1561,2022,0.772,971,2471,3442,1790,1188.0,583,318,532,1712,1840,8395,-30.0,2009-10
Indiana Pacers,82,32,50,0.39,3020,6823,0.443,659,1896,0.348,1564,2019,0.775,785,2618,3403,1730,1232.0,585,439,414,1848,1709,8263,-247.0,2009-10
Los Angeles Clippers,82,29,53,0.354,3002,6601,0.455,483,1457,0.332,1362,1867,0.73,927,2502,3429,1810,1285.0,532,466,363,1581,1588,7849,-521.0,2009-10
Los Angeles Lakers,82,57,25,0.695,3144,6875,0.457,532,1562,0.341,1519,1985,0.765,973,2662,3635,1730,1096.0,612,400,363,1592,1737,8339,387.0,2009-10
Memphis Grizzlies,82,40,42,0.488,3223,6875,0.469,344,1020,0.337,1614,2202,0.733,1070,2496,3566,1543,1248.0,645,399,501,1655,1840,8404,-124.0,2009-10
Miami Heat,82,47,35,0.573,2984,6518,0.458,494,1426,0.346,1452,1931,0.752,875,2553,3428,1548,1079.0,605,457,355,1710,1639,7914,187.0,2009-10
Milwaukee Bucks,82,46,36,0.561,3050,6998,0.436,645,1813,0.356,1264,1675,0.755,965,2560,3525,1740,1085.0,580,385,421,1823,1664,8009,139.0,2009-10
Minnesota Timberwolves,82,15,67,0.183,3106,6923,0.449,403,1181,0.341,1436,1926,0.746,962,2556,3518,1626,1333.0,597,306,442,1699,1686,8051,-787.0,2009-10
New Jersey Nets,82,12,70,0.146,2813,6554,0.429,377,1185,0.318,1572,2015,0.78,897,2358,3255,1540,1182.0,573,393,421,1643,1647,7575,-748.0,2009-10
New Orleans Hornets,82,37,45,0.451,3178,6842,0.464,571,1572,0.363,1293,1661,0.778,852,2450,3302,1828,1103.0,625,300,367,1606,1597,8220,-202.0,2009-10
New York Knicks,82,29,53,0.354,3127,6876,0.455,743,2145,0.346,1376,1759,0.782,836,2477,3313,1772,1148.0,586,305,368,1638,1576,8373,-313.0,2009-10
Oklahoma City Thunder,82,50,32,0.61,3063,6629,0.462,418,1229,0.34,1778,2210,0.805,960,2607,3567,1639,1227.0,654,481,384,1743,1755,8322,286.0,2009-10
Orlando Magic,82,59,23,0.72,3005,6394,0.47,841,2241,0.375,1575,2176,0.724,810,2736,3546,1615,1155.0,512,456,288,1629,1819,8426,614.0,2009-10
Philadelphia 76ers,82,27,55,0.329,3087,6706,0.46,474,1381,0.343,1366,1808,0.756,941,2421,3362,1723,1192.0,667,439,332,1677,1534,8014,-320.0,2009-10
Phoenix Suns,82,54,28,0.659,3339,6788,0.492,730,1770,0.412,1631,2117,0.77,910,2616,3526,1912,1210.0,479,418,365,1713,1789,9039,402.0,2009-10
Portland Trail Blazers,82,50,32,0.61,2974,6453,0.461,491,1388,0.354,1606,2033,0.79,913,2383,3296,1674,1012.0,523,350,333,1715,1767,8045,271.0,2009-10
Sacramento Kings,82,25,57,0.305,3144,6895,0.456,482,1383,0.349,1430,1969,0.726,977,2518,3495,1679,1226.0,564,366,468,1827,1650,8200,-358.0,2009-10
San Antonio Spurs,82,50,32,0.61,3150,6659,0.473,554,1547,0.358,1458,1969,0.74,887,2621,3508,1829,1116.0,516,381,417,1669,1672,8312,417.0,2009-10
Toronto Raptors,82,40,42,0.488,3199,6631,0.482,518,1397,0.371,1618,2118,0.764,806,2507,3313,1804,1100.0,469,384,360,1819,1730,8534,-146.0,2009-10
Utah Jazz,82,53,29,0.646,3227,6575,0.491,439,1207,0.364,1654,2233,0.741,872,2588,3460,2187,1246.0,675,400,445,1859,1818,8547,438.0,2009-10
Washington Wizards,82,26,56,0.317,3008,6700,0.449,432,1225,0.353,1444,1895,0.762,966,2458,3424,1557,1219.0,493,421,415,1752,1684,7892,-392.0,2009-10
,6,4,2,0.667,168,411,0.409,20,64,0.313,122,173,0.705,66,154,220,72,108.0,37,28,32,147,168,478,0.0,2010-11
,5,5,0,1.0,181,343,0.528,12,37,0.324,120,177,0.678,56,146,202,86,81.0,24,31,15,138,147,494,70.0,2010-11
,5,4,1,0.8,145,304,0.477,25,75,0.333,139,197,0.706,46,127,173,72,82.0,56,11,17,139,173,454,67.0,2010-11
,5,5,0,1.0,137,305,0.449,26,71,0.366,96,122,0.787,46,108,154,64,101.0,73,10,18,149,121,396,67.0,2010-11
,5,4,1,0.8,146,345,0.423,24,74,0.324,70,98,0.714,57,138,195,69,84.0,45,18,23,133,95,386,49.0,2010-11
,5,3,2,0.6,138,290,0.476,14,45,0.311,121,180,0.672,55,108,163,80,92.0,40,26,26,127,145,411,40.0,2010-11
,5,4,1,0.8,161,332,0.485,30,79,0.38,106,137,0.774,51,119,170,68,99.0,40,23,12,144,137,458,35.0,2010-11
,5,4,1,0.8,124,279,0.444,16,44,0.364,123,163,0.755,40,120,160,51,108.0,38,22,21,135,147,387,35.0,2010-11
,5,3,2,0.6,149,314,0.475,19,63,0.302,121,148,0.818,57,110,167,64,89.0,41,17,16,128,145,438,31.0,2010-11
,5,4,1,0.8,137,307,0.446,16,64,0.25,128,162,0.79,43,111,154,72,73.0,35,28,17,128,133,418,19.0,2010-11
,5,3,2,0.6,157,347,0.452,19,72,0.264,94,132,0.712,47,131,178,76,76.0,31,9,19,134,135,427,8.0,2010-11
,5,3,2,0.6,141,305,0.462,9,37,0.243,95,147,0.646,56,127,183,60,103.0,33,28,23,131,149,386,8.0,2010-11
,5,3,2,0.6,149,314,0.475,26,63,0.413,84,135,0.622,52,122,174,76,71.0,25,19,12,133,112,408,5.0,2010-11
,5,3,2,0.6,130,324,0.401,21,97,0.216,116,158,0.734,54,133,187,67,91.0,40,22,22,132,140,397,4.0,2010-11
,5,3,2,0.6,146,328,0.445,16,61,0.262,89,132,0.674,53,111,164,55,82.0,29,15,20,125,134,397,0.0,2010-11
,5,3,2,0.6,159,359,0.443,41,123,0.333,92,125,0.736,59,99,158,71,93.0,47,20,21,163,129,451,-1.0,2010-11
,5,2,3,0.4,143,330,0.433,15,60,0.25,87,135,0.644,57,132,189,56,95.0,29,22,14,138,134,388,-1.0,2010-11
,5,2,3,0.4,121,300,0.403,25,75,0.333,113,157,0.72,43,109,152,66,84.0,46,9,28,129,128,380,-10.0,2010-11
,5,3,2,0.6,131,347,0.378,29,77,0.377,92,125,0.736,51,131,182,74,73.0,28,14,24,146,122,383,-11.0,2010-11
,5,1,4,0.2,127,293,0.433,28,67,0.418,92,136,0.676,44,131,175,63,101.0,34,17,17,128,132,374,-15.0,2010-11
,5,1,4,0.2,127,323,0.393,20,66,0.303,125,178,0.702,54,124,178,64,70.0,29,28,21,122,140,399,-16.0,2010-11
,5,1,4,0.2,150,325,0.462,20,70,0.286,76,100,0.76,42,118,160,77,84.0,28,16,14,113,110,396,-20.0,2010-11
,5,3,2,0.6,133,301,0.442,18,62,0.29,105,136,0.772,49,99,148,62,90.0,27,16,24,151,126,389,-22.0,2010-11
,5,2,3,0.4,133,314,0.424,18,60,0.3,125,179,0.698,63,112,175,58,94.0,34,15,21,162,150,409,-25.0,2010-11
,5,0,5,0.0,132,316,0.418,25,71,0.352,110,160,0.688,54,124,178,47,80.0,35,11,28,120,138,399,-27.0,2010-11
,5,1,4,0.2,123,300,0.41,19,60,0.317,69,102,0.676,62,106,168,62,107.0,34,32,19,149,123,334,-33.0,2010-11
,5,1,4,0.2,130,327,0.398,13,56,0.232,75,104,0.721,44,121,165,62,112.0,41,29,20,126,124,348,-37.0,2010-11
,5,0,5,0.0,139,317,0.438,13,62,0.21,85,117,0.726,55,104,159,59,104.0,28,25,23,137,133,376,-46.0,2010-11
,5,1,4,0.2,150,364,0.412,19,64,0.297,86,139,0.619,56,125,181,64,95.0,31,20,14,133,130,405,-65.0,2010-11
,5,1,4,0.2,107,290,0.369,20,69,0.29,92,150,0.613,48,103,151,43,111.0,35,19,8,125,158,326,-69.0,2010-11
Atlanta Hawks,82,44,38,0.537,2971,6429,0.462,502,1427,0.352,1346,1728,0.779,762,2460,3222,1802,1118.0,497,341,348,1554,1517,7790,-67.0,2010-11
Boston Celtics,82,56,26,0.683,3023,6219,0.486,408,1119,0.365,1459,1895,0.77,639,2542,3181,1921,1195.0,676,344,364,1678,1659,7913,440.0,2010-11
Charlotte Bobcats,82,34,48,0.415,2873,6365,0.451,393,1203,0.327,1511,1999,0.756,848,2444,3292,1728,1192.0,524,433,496,1637,1730,7650,-328.0,2010-11
Chicago Bulls,82,62,20,0.756,3042,6587,0.462,511,1415,0.361,1492,2008,0.743,967,2654,3621,1827,1161.0,592,468,477,1639,1645,8087,600.0,2010-11
Cleveland Cavaliers,82,19,63,0.232,2886,6647,0.434,509,1489,0.342,1546,2075,0.745,856,2449,3305,1720,1166.0,544,341,489,1648,1747,7827,-739.0,2010-11
Dallas Mavericks,82,57,25,0.695,3069,6463,0.475,645,1768,0.365,1437,1850,0.777,780,2618,3398,1954,1145.0,557,352,303,1575,1650,8220,347.0,2010-11
Denver Nuggets,82,50,32,0.61,3145,6613,0.476,662,1704,0.388,1859,2429,0.765,791,2652,3443,1813,1157.0,605,352,488,1719,1864,8811,390.0,2010-11
Detroit Pistons,82,30,52,0.366,3056,6647,0.46,472,1256,0.376,1367,1854,0.737,931,2236,3167,1730,1067.0,595,328,381,1629,1545,7951,-295.0,2010-11
Golden State Warriors,82,36,46,0.439,3251,7047,0.461,685,1749,0.392,1290,1695,0.761,955,2370,3325,1847,1198.0,737,406,352,1806,1512,8477,-191.0,2010-11
Houston Rockets,82,43,39,0.524,3170,6975,0.454,677,1843,0.367,1668,2083,0.801,962,2549,3511,1955,1110.0,581,371,449,1641,1754,8685,179.0,2010-11
Indiana Pacers,82,37,45,0.451,3003,6787,0.442,585,1653,0.354,1592,2035,0.782,914,2657,3571,1611,1262.0,584,456,467,1782,1758,8183,-88.0,2010-11
Los Angeles Clippers,82,32,50,0.39,3015,6594,0.457,513,1519,0.338,1546,2187,0.707,955,2501,3456,1813,1343.0,585,402,404,1733,1811,8089,-257.0,2010-11
Los Angeles Lakers,82,57,25,0.695,3128,6757,0.463,524,1487,0.352,1541,1979,0.779,989,2616,3605,1801,1073.0,602,422,372,1555,1700,8321,501.0,2010-11
Memphis Grizzlies,82,46,36,0.561,3200,6801,0.471,309,926,0.334,1486,1981,0.75,970,2391,3361,1691,1145.0,771,441,505,1705,1754,8195,192.0,2010-11
Miami Heat,82,58,24,0.707,3031,6301,0.481,547,1479,0.37,1760,2288,0.769,790,2666,3456,1639,1142.0,544,430,246,1674,1788,8369,612.0,2010-11
Milwaukee Bucks,82,35,47,0.427,2814,6544,0.43,483,1414,0.342,1423,1881,0.757,862,2480,3342,1545,1103.0,617,399,392,1682,1694,7534,-69.0,2010-11
Minnesota Timberwolves,82,17,65,0.207,3090,7014,0.441,589,1565,0.376,1519,1977,0.768,1085,2556,3641,1650,1398.0,592,422,447,1825,1717,8288,-544.0,2010-11
New Jersey Nets,82,24,58,0.293,2918,6638,0.44,459,1337,0.343,1427,1881,0.759,909,2440,3349,1723,1152.0,458,384,375,1807,1638,7722,-512.0,2010-11
New Orleans Hornets,82,46,36,0.561,2944,6416,0.459,444,1232,0.36,1452,1897,0.765,824,2468,3292,1691,1069.0,624,359,396,1719,1674,7784,73.0,2010-11
New York Knicks,82,42,40,0.512,3140,6867,0.457,765,2081,0.368,1689,2087,0.809,847,2470,3317,1757,1123.0,625,475,360,1743,1703,8734,64.0,2010-11
Oklahoma City Thunder,82,55,27,0.671,3066,6609,0.464,487,1403,0.347,1977,2401,0.823,903,2604,3507,1672,1156.0,654,487,356,1836,1767,8596,311.0,2010-11
Orlando Magic,82,52,30,0.634,2956,6411,0.461,770,2103,0.366,1453,2101,0.692,864,2679,3543,1636,1224.0,548,384,310,1640,1791,8135,448.0,2010-11
Philadelphia 76ers,82,41,41,0.5,3125,6776,0.461,443,1248,0.355,1426,1851,0.77,850,2578,3428,1861,1063.0,621,355,376,1592,1544,8119,123.0,2010-11
Phoenix Suns,82,40,42,0.488,3219,6844,0.47,701,1857,0.377,1472,1939,0.759,821,2478,3299,1945,1169.0,545,357,356,1666,1740,8611,-73.0,2010-11
Portland Trail Blazers,82,48,34,0.585,2951,6599,0.447,518,1503,0.345,1476,1835,0.804,996,2230,3226,1736,1070.0,660,358,339,1585,1743,7896,125.0,2010-11
Sacramento Kings,82,24,58,0.293,3134,6979,0.449,428,1277,0.335,1455,1981,0.734,1071,2526,3597,1675,1324.0,608,391,464,1805,1723,8151,-438.0,2010-11
San Antonio Spurs,82,61,21,0.744,3148,6628,0.475,685,1727,0.397,1521,1984,0.767,829,2603,3432,1836,1101.0,602,372,374,1556,1701,8502,468.0,2010-11
Toronto Raptors,82,22,60,0.268,3144,6755,0.465,345,1091,0.316,1491,1976,0.755,963,2343,3306,1795,1206.0,581,350,456,1807,1620,8124,-515.0,2010-11
Utah Jazz,82,39,43,0.476,3064,6590,0.465,435,1256,0.346,1590,2061,0.771,898,2338,3236,1921,1175.0,629,484,411,1865,1802,8153,-150.0,2010-11
Washington Wizards,82,23,59,0.28,3048,6888,0.443,392,1182,0.332,1489,1999,0.745,1013,2374,3387,1592,1258.0,665,502,413,1850,1662,7977,-607.0,2010-11
Atlanta Hawks,66,40,26,0.606,2429,5348,0.454,492,1330,0.37,1025,1385,0.74,652,2066,2718,1481,921.0,536,303,313,1178,1263,6375,227.0,2011-12
Boston Celtics,66,39,27,0.591,2341,5086,0.46,363,988,0.367,1017,1308,0.778,509,2051,2560,1557,979.0,498,362,304,1315,1217,6062,166.0,2011-12
Charlotte Bobcats,66,7,59,0.106,2193,5293,0.414,263,892,0.295,1090,1462,0.746,677,1894,2571,1326,957.0,397,361,378,1249,1341,5739,-918.0,2011-12
Chicago Bulls,66,50,16,0.758,2467,5462,0.452,419,1117,0.375,1006,1394,0.722,915,2165,3080,1527,923.0,456,388,343,1139,1166,6359,540.0,2011-12
Cleveland Cavaliers,66,21,45,0.318,2261,5360,0.422,440,1273,0.346,1178,1645,0.716,841,1949,2790,1308,1017.0,466,262,409,1317,1381,6140,-475.0,2011-12
Dallas Mavericks,66,36,30,0.545,2398,5412,0.443,497,1464,0.339,1029,1334,0.771,665,2157,2822,1380,926.0,565,337,265,1226,1213,6322,63.0,2011-12
Denver Nuggets,66,38,28,0.576,2572,5404,0.476,435,1311,0.332,1293,1760,0.735,738,2105,2843,1581,1015.0,540,330,439,1297,1452,6872,190.0,2011-12
Detroit Pistons,66,25,41,0.379,2291,5232,0.438,317,916,0.346,1098,1461,0.752,775,1882,2657,1232,1033.0,460,278,348,1293,1283,5997,-316.0,2011-12
Golden State Warriors,66,23,43,0.348,2489,5443,0.457,524,1351,0.388,951,1235,0.77,640,1947,2587,1470,915.0,528,362,328,1410,1095,6453,-225.0,2011-12
Houston Rockets,66,34,32,0.515,2489,5543,0.449,478,1330,0.359,1018,1301,0.782,769,2014,2783,1404,955.0,496,319,340,1347,1215,6474,15.0,2011-12
Indiana Pacers,66,42,24,0.636,2354,5375,0.438,392,1064,0.368,1349,1724,0.782,826,2070,2896,1228,925.0,523,357,398,1430,1428,6449,218.0,2011-12
Los Angeles Clippers,66,40,26,0.606,2439,5366,0.455,514,1441,0.357,1046,1538,0.68,800,1943,2743,1385,879.0,556,315,296,1399,1401,6438,169.0,2011-12
Los Angeles Lakers,66,41,25,0.621,2429,5319,0.457,362,1112,0.326,1202,1589,0.756,799,2251,3050,1485,997.0,390,351,302,1109,1332,6422,94.0,2011-12
Memphis Grizzlies,66,41,25,0.621,2425,5422,0.447,277,849,0.326,1142,1504,0.759,831,1944,2775,1290,955.0,631,345,363,1316,1275,6269,133.0,2011-12
Miami Heat,66,46,20,0.697,2446,5212,0.469,370,1030,0.359,1238,1598,0.775,686,2060,2746,1317,1002.0,585,355,280,1282,1356,6500,395.0,2011-12
Milwaukee Bucks,66,31,35,0.47,2502,5652,0.443,436,1265,0.345,1095,1415,0.774,820,1983,2803,1550,929.0,548,335,297,1273,1278,6535,18.0,2011-12
Minnesota Timberwolves,66,26,40,0.394,2355,5434,0.433,473,1423,0.332,1281,1662,0.771,797,2089,2886,1290,1001.0,436,293,377,1212,1435,6464,-145.0,2011-12
New Jersey Nets,66,22,44,0.333,2262,5320,0.425,507,1481,0.342,1113,1433,0.777,783,1879,2662,1311,995.0,493,260,330,1268,1274,6144,-395.0,2011-12
New Orleans Hornets,66,21,45,0.318,2300,5103,0.451,259,777,0.333,1057,1397,0.757,724,1991,2715,1368,1024.0,488,316,380,1324,1235,5916,-248.0,2011-12
New York Knicks,66,36,30,0.545,2365,5335,0.443,517,1538,0.336,1211,1634,0.741,743,2012,2755,1328,1056.0,622,276,334,1391,1437,6458,211.0,2011-12
Oklahoma City Thunder,66,47,19,0.712,2462,5229,0.471,472,1317,0.358,1406,1744,0.806,726,2157,2883,1224,1079.0,498,539,321,1352,1322,6802,404.0,2011-12
Orlando Magic,66,37,29,0.561,2275,5162,0.441,670,1785,0.375,995,1508,0.66,742,2060,2802,1321,984.0,451,275,273,1168,1308,6215,52.0,2011-12
Philadelphia 76ers,66,35,31,0.53,2471,5516,0.448,349,963,0.362,889,1198,0.742,704,2144,2848,1453,738.0,526,340,316,1157,1070,6180,280.0,2011-12
Phoenix Suns,66,33,33,0.5,2495,5445,0.458,444,1295,0.343,1058,1397,0.757,717,2035,2752,1486,928.0,431,366,288,1233,1293,6492,-16.0,2011-12
Portland Trail Blazers,66,28,38,0.424,2402,5417,0.443,478,1382,0.346,1133,1423,0.796,735,1949,2684,1349,935.0,528,322,314,1251,1306,6415,-41.0,2011-12
Sacramento Kings,66,22,44,0.333,2490,5712,0.436,411,1301,0.316,1127,1532,0.736,882,1947,2829,1271,952.0,561,323,423,1287,1313,6518,-375.0,2011-12
San Antonio Spurs,66,50,16,0.758,2611,5463,0.478,552,1405,0.393,1067,1427,0.748,683,2153,2836,1528,895.0,490,293,330,1143,1244,6841,473.0,2011-12
Toronto Raptors,66,23,43,0.348,2268,5154,0.44,365,1075,0.34,1085,1410,0.77,697,2074,2771,1382,1001.0,429,321,322,1532,1214,5986,-218.0,2011-12
Utah Jazz,66,36,30,0.545,2523,5531,0.456,273,845,0.323,1258,1668,0.754,861,2055,2916,1439,936.0,545,385,375,1441,1366,6577,41.0,2011-12
Washington Wizards,66,20,46,0.303,2414,5475,0.441,344,1075,0.32,1008,1386,0.727,775,1975,2750,1262,1008.0,527,417,300,1405,1231,6180,-317.0,2011-12
,10,6,4,0.6,288,719,0.401,73,224,0.326,176,243,0.724,106,278,384,116,140.0,73,55,37,203,214,825,30.0,2012-13
,5,5,0,1.0,135,327,0.413,27,67,0.403,99,124,0.798,46,128,174,51,78.0,43,29,20,130,128,396,81.0,2012-13
,5,4,1,0.8,168,336,0.5,18,49,0.367,75,101,0.743,50,145,195,76,80.0,26,30,21,105,98,429,60.0,2012-13
,5,4,1,0.8,178,384,0.464,20,71,0.282,95,138,0.688,70,136,206,87,81.0,33,12,27,116,127,471,47.0,2012-13
,5,3,2,0.6,140,336,0.417,17,63,0.27,113,138,0.819,65,134,199,64,75.0,31,16,22,118,138,410,38.0,2012-13
,5,3,2,0.6,126,329,0.383,24,85,0.282,101,138,0.732,54,120,174,71,78.0,45,28,26,109,123,377,38.0,2012-13
,5,4,1,0.8,152,346,0.439,39,113,0.345,90,113,0.796,49,123,172,72,67.0,31,15,18,101,120,433,37.0,2012-13
,5,4,1,0.8,170,392,0.434,18,78,0.231,90,122,0.738,77,110,187,70,68.0,27,19,31,121,132,448,36.0,2012-13
,5,4,1,0.8,146,337,0.433,24,78,0.308,78,107,0.729,51,131,182,63,70.0,40,27,17,115,116,394,34.0,2012-13
,5,4,1,0.8,152,326,0.466,29,76,0.382,79,124,0.637,51,141,192,77,78.0,27,21,16,87,119,412,33.0,2012-13
,5,3,2,0.6,145,338,0.429,12,53,0.226,96,120,0.8,58,116,174,52,73.0,43,15,25,122,100,398,24.0,2012-13
,5,2,3,0.4,165,369,0.447,46,113,0.407,69,97,0.711,59,102,161,85,65.0,45,22,18,113,86,445,13.0,2012-13
,5,4,1,0.8,137,334,0.41,24,83,0.289,83,119,0.697,48,130,178,70,75.0,37,26,27,115,106,381,5.0,2012-13
,5,2,3,0.4,147,347,0.424,36,84,0.429,55,91,0.604,54,135,189,68,71.0,24,26,28,87,94,385,3.0,2012-13
,5,2,3,0.4,157,346,0.454,24,74,0.324,70,112,0.625,58,125,183,72,77.0,38,18,19,128,105,408,0.0,2012-13
,5,3,2,0.6,146,322,0.453,15,45,0.333,91,128,0.711,55,122,177,73,88.0,37,24,24,119,111,398,-3.0,2012-13
,5,2,3,0.4,144,331,0.435,21,64,0.328,83,115,0.722,49,120,169,68,86.0,31,16,19,118,126,392,-4.0,2012-13
,5,1,4,0.2,136,359,0.379,37,108,0.343,55,70,0.786,48,148,196,79,72.0,27,28,13,99,82,364,-8.0,2012-13
,5,1,4,0.2,144,339,0.425,16,67,0.239,104,143,0.727,70,121,191,62,80.0,35,29,23,104,111,408,-9.0,2012-13
,5,2,3,0.4,154,356,0.433,35,99,0.354,62,86,0.721,54,121,175,67,66.0,24,19,23,106,88,405,-12.0,2012-13
,5,3,2,0.6,140,328,0.427,23,79,0.291,94,138,0.681,60,137,197,60,101.0,35,29,18,135,124,397,-12.0,2012-13
,5,1,4,0.2,124,314,0.395,11,43,0.256,106,133,0.797,55,119,174,51,73.0,33,20,33,139,135,365,-15.0,2012-13
,5,2,3,0.4,128,316,0.405,21,74,0.284,105,161,0.652,42,126,168,61,83.0,39,15,27,90,122,382,-17.0,2012-13
,5,2,3,0.4,147,352,0.418,17,62,0.274,80,124,0.645,57,142,199,69,87.0,26,20,25,95,114,391,-24.0,2012-13
,5,2,3,0.4,145,329,0.441,20,59,0.339,95,126,0.754,45,139,184,69,75.0,18,21,16,131,111,405,-25.0,2012-13
,5,2,3,0.4,149,360,0.414,29,94,0.309,115,159,0.723,50,146,196,70,82.0,26,21,18,125,125,442,-42.0,2012-13
,5,1,4,0.2,148,339,0.437,36,97,0.371,72,101,0.713,57,116,173,69,104.0,29,21,24,143,113,404,-54.0,2012-13
,5,1,4,0.2,126,351,0.359,11,49,0.224,101,133,0.759,72,126,198,54,81.0,25,18,31,95,103,364,-64.0,2012-13
,5,0,5,0.0,135,342,0.395,21,74,0.284,97,133,0.729,63,111,174,56,80.0,28,18,19,114,114,388,-81.0,2012-13
,5,1,4,0.2,118,334,0.353,16,68,0.235,82,117,0.701,57,127,184,47,82.0,25,28,21,117,102,334,-107.0,2012-13
Atlanta Hawks,82,44,38,0.537,3084,6644,0.464,706,1901,0.371,1158,1619,0.715,758,2593,3351,2007,1219.0,664,369,350,1473,1543,8032,33.0,2012-13
Boston Celtics,81,41,40,0.506,3001,6459,0.465,498,1390,0.358,1318,1698,0.776,654,2533,3187,1843,1181.0,667,365,378,1717,1574,7818,-18.0,2012-13
Brooklyn Nets,82,49,33,0.598,2942,6544,0.45,628,1760,0.357,1432,1958,0.731,1047,2460,3507,1668,1206.0,599,391,390,1500,1751,7944,146.0,2012-13
Charlotte Bobcats,82,21,61,0.256,2823,6649,0.425,469,1399,0.335,1546,2060,0.75,917,2389,3306,1587,1153.0,591,479,565,1561,1746,7661,-757.0,2012-13
Chicago Bulls,82,45,37,0.549,2926,6698,0.437,446,1265,0.353,1343,1738,0.773,1026,2514,3540,1886,1171.0,588,417,477,1617,1609,7641,26.0,2012-13
Cleveland Cavaliers,82,24,58,0.293,2993,6901,0.434,547,1581,0.346,1380,1826,0.756,1004,2359,3363,1694,1149.0,647,334,560,1737,1615,7913,-384.0,2012-13
Dallas Mavericks,82,41,41,0.5,3182,6892,0.462,606,1628,0.372,1323,1669,0.793,767,2670,3437,1906,1144.0,648,454,340,1698,1547,8293,-49.0,2012-13
Denver Nuggets,82,57,25,0.695,3339,6983,0.478,521,1518,0.343,1505,2148,0.701,1092,2601,3693,2002,1253.0,762,533,554,1682,1775,8704,417.0,2012-13
Detroit Pistons,82,29,53,0.354,2979,6638,0.449,513,1440,0.356,1307,1870,0.699,991,2463,3454,1742,1241.0,574,400,472,1623,1630,7778,-327.0,2012-13
Golden State Warriors,82,47,35,0.573,3130,6840,0.458,658,1632,0.403,1378,1744,0.79,885,2801,3686,1845,1236.0,567,346,399,1753,1571,8296,73.0,2012-13
Houston Rockets,82,45,37,0.549,3124,6782,0.461,867,2369,0.366,1573,2087,0.754,909,2652,3561,1902,1348.0,679,359,498,1662,1674,8688,285.0,2012-13
Indiana Pacers,81,49,32,0.605,2845,6525,0.436,555,1599,0.347,1429,1915,0.746,1043,2671,3714,1645,1227.0,580,513,459,1623,1777,7674,326.0,2012-13
Los Angeles Clippers,82,56,26,0.683,3160,6608,0.478,627,1752,0.358,1342,1888,0.711,938,2475,3413,1958,1197.0,784,461,335,1716,1712,8289,529.0,2012-13
Los Angeles Lakers,82,45,37,0.549,3041,6640,0.458,715,2015,0.355,1584,2289,0.692,942,2732,3674,1818,1232.0,576,429,396,1467,1891,8381,95.0,2012-13
Memphis Grizzlies,82,56,26,0.683,2964,6679,0.444,382,1107,0.345,1349,1746,0.773,1059,2445,3504,1715,1144.0,703,436,450,1660,1643,7659,340.0,2012-13
Miami Heat,82,66,16,0.805,3148,6348,0.496,717,1809,0.396,1423,1887,0.754,676,2490,3166,1890,1143.0,710,441,262,1533,1673,8436,645.0,2012-13
Milwaukee Bucks,82,38,44,0.463,3128,7197,0.435,601,1670,0.36,1251,1700,0.736,1068,2537,3605,1876,1156.0,685,550,362,1554,1567,8108,-123.0,2012-13
