TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON
Denver Nuggets,82,53,29,0.646,110.8,106.5,4.4,0.55,1.51,16.1,0.304,0.687,0.498,0.144,0.509,0.561,95.61,7876,0.524,2009-10
Detroit Pistons,82,27,55,0.329,104.5,110.3,-5.9,0.541,1.45,15.5,0.346,0.697,0.51,0.149,0.474,0.515,89.46,7379,0.448,2009-10
Golden State Warriors,82,26,56,0.317,107.0,110.3,-3.3,0.552,1.53,16.5,0.254,0.659,0.453,0.144,0.514,0.557,101.52,8338,0.47,2009-10
Houston Rockets,82,42,40,0.512,106.8,106.8,0.0,0.579,1.51,16.5,0.309,0.699,0.498,0.151,0.494,0.537,94.91,7857,0.489,2009-10
Indiana Pacers,82,32,50,0.39,103.0,106.0,-3.0,0.573,1.4,16.1,0.255,0.69,0.473,0.154,0.491,0.536,97.77,8024,0.476,2009-10
Los Angeles Clippers,82,29,53,0.354,102.3,109.1,-6.8,0.603,1.41,17.1,0.305,0.697,0.5,0.168,0.491,0.529,93.44,7670,0.465,2009-10
Los Angeles Lakers,82,57,25,0.695,107.6,102.7,4.9,0.55,1.58,16.2,0.314,0.708,0.512,0.141,0.496,0.538,93.73,7749,0.529,2009-10
Memphis Grizzlies,82,40,42,0.488,107.5,109.0,-1.5,0.479,1.24,14.4,0.355,0.698,0.523,0.16,0.494,0.536,94.29,7816,0.486,2009-10
Miami Heat,82,47,35,0.573,105.7,103.4,2.4,0.519,1.43,15.4,0.294,0.701,0.5,0.144,0.496,0.537,90.3,7485,0.522,2009-10
Milwaukee Bucks,82,46,36,0.561,104.0,101.9,2.1,0.57,1.6,16.4,0.298,0.726,0.501,0.141,0.482,0.518,92.6,7698,0.495,2009-10
Minnesota Timberwolves,82,15,67,0.183,100.6,110.4,-9.8,0.524,1.22,15.0,0.308,0.705,0.501,0.167,0.478,0.518,97.12,8002,0.432,2009-10
New Jersey Nets,82,12,70,0.146,99.3,108.9,-9.6,0.547,1.3,15.1,0.285,0.686,0.478,0.155,0.458,0.509,92.65,7628,0.429,2009-10
New Orleans Hornets,82,37,45,0.451,106.5,108.9,-2.4,0.575,1.66,17.3,0.282,0.696,0.486,0.143,0.506,0.543,93.53,7721,0.484,2009-10
New York Knicks,82,29,53,0.354,106.4,110.3,-4.0,0.567,1.54,16.6,0.268,0.691,0.476,0.146,0.509,0.547,95.03,7872,0.474,2009-10
Oklahoma City Thunder,82,50,32,0.61,107.0,103.5,3.5,0.535,1.34,15.5,0.32,0.694,0.511,0.158,0.494,0.547,94.13,7774,0.532,2009-10
Orlando Magic,82,59,23,0.72,110.7,102.8,7.9,0.537,1.4,15.8,0.28,0.726,0.512,0.152,0.536,0.573,92.54,7614,0.551,2009-10
Philadelphia 76ers,82,27,55,0.329,104.8,108.9,-4.1,0.558,1.45,16.4,0.31,0.693,0.498,0.156,0.496,0.534,92.72,7648,0.478,2009-10
Phoenix Suns,82,54,28,0.659,113.9,109.1,4.8,0.573,1.58,17.5,0.311,0.673,0.503,0.152,0.546,0.585,96.43,7937,0.536,2009-10
Portland Trail Blazers,82,50,32,0.61,109.6,106.1,3.5,0.563,1.65,16.6,0.32,0.702,0.51,0.138,0.499,0.547,88.64,7339,0.525,2009-10
Sacramento Kings,82,25,57,0.305,104.4,109.1,-4.7,0.534,1.37,15.7,0.315,0.7,0.504,0.156,0.491,0.528,94.78,7855,0.467,2009-10
San Antonio Spurs,82,50,32,0.61,109.3,103.9,5.4,0.581,1.64,17.4,0.303,0.72,0.515,0.147,0.515,0.552,92.26,7605,0.532,2009-10
Toronto Raptors,82,40,42,0.488,110.2,112.2,-2.0,0.564,1.64,17.1,0.288,0.692,0.495,0.142,0.521,0.564,93.94,7746,0.489,2009-10
Utah Jazz,82,53,29,0.646,109.7,104.0,5.7,0.678,1.76,19.8,0.313,0.718,0.52,0.16,0.524,0.565,94.68,7791,0.55,2009-10
Washington Wizards,82,26,56,0.317,103.1,108.3,-5.3,0.518,1.28,15.0,0.317,0.691,0.501,0.159,0.481,0.524,92.6,7656,0.462,2009-10
,6,4,2,0.667,93.4,93.4,0.0,0.429,0.67,10.8,0.338,0.681,0.505,0.211,0.433,0.491,102.4,512,0.498,2010-11
,5,5,0,1.0,112.3,96.4,15.9,0.475,1.06,14.4,0.381,0.636,0.526,0.184,0.545,0.587,105.6,440,0.696,2010-11
,5,5,0,1.0,101.2,84.7,16.6,0.451,0.63,11.9,0.402,0.661,0.528,0.25,0.494,0.552,96.96,404,0.693,2010-11
,5,4,1,0.8,107.3,91.5,15.8,0.497,0.88,13.1,0.319,0.685,0.508,0.194,0.518,0.581,101.52,423,0.687,2010-11
,5,4,1,0.8,95.8,87.6,8.2,0.411,0.47,9.9,0.364,0.678,0.532,0.266,0.473,0.552,97.2,406,0.629,2010-11
,5,4,1,0.8,96.0,84.7,11.3,0.473,0.82,12.7,0.381,0.693,0.536,0.209,0.458,0.497,96.0,402,0.621,2010-11
,5,3,2,0.6,104.1,93.7,10.4,0.58,0.87,14.8,0.406,0.682,0.543,0.233,0.5,0.557,94.92,395,0.617,2010-11
,5,4,1,0.8,109.6,101.2,8.4,0.422,0.69,12.3,0.397,0.592,0.5,0.237,0.53,0.584,99.33,418,0.609,2010-11
,5,3,2,0.6,107.6,100.2,7.4,0.43,0.72,11.8,0.404,0.618,0.513,0.219,0.505,0.578,97.56,407,0.585,2010-11
,5,4,1,0.8,102.7,98.5,4.2,0.526,0.99,13.6,0.305,0.617,0.466,0.179,0.472,0.553,97.44,407,0.561,2010-11
,5,3,2,0.6,94.4,92.2,2.2,0.426,0.58,11.2,0.362,0.654,0.515,0.252,0.477,0.522,98.28,409,0.54,2010-11
,5,3,2,0.6,92.8,91.8,0.9,0.515,0.74,12.0,0.315,0.662,0.492,0.213,0.434,0.504,102.72,428,0.533,2010-11
,5,3,2,0.6,100.0,98.6,1.4,0.484,1.0,13.6,0.301,0.655,0.483,0.178,0.48,0.527,102.24,427,0.526,2010-11
,5,3,2,0.6,104.6,102.3,2.3,0.51,1.07,14.5,0.307,0.684,0.497,0.182,0.516,0.546,94.08,390,0.487,2010-11
,5,3,2,0.6,98.3,98.3,0.0,0.377,0.67,10.4,0.358,0.614,0.484,0.203,0.47,0.514,96.96,404,0.486,2010-11
,5,1,4,0.2,92.1,96.0,-3.9,0.496,0.62,12.0,0.326,0.693,0.517,0.249,0.481,0.53,97.32,406,0.484,2010-11
,5,1,4,0.2,100.3,105.1,-4.8,0.513,0.92,14.6,0.344,0.652,0.505,0.213,0.492,0.537,94.92,395,0.474,2010-11
,5,2,3,0.4,94.2,94.2,0.0,0.392,0.59,10.3,0.373,0.677,0.527,0.231,0.456,0.498,98.02,412,0.468,2010-11
,5,1,4,0.2,98.3,101.5,-3.2,0.504,0.91,11.9,0.327,0.667,0.49,0.172,0.424,0.497,97.8,406,0.466,2010-11
,5,3,2,0.6,104.2,105.1,-1.0,0.447,0.76,12.2,0.372,0.605,0.479,0.215,0.5,0.545,102.53,433,0.448,2010-11
,5,2,3,0.4,95.7,99.2,-3.5,0.545,0.79,12.6,0.34,0.669,0.493,0.212,0.445,0.515,95.19,397,0.447,2010-11
,5,0,5,0.0,98.0,103.9,-5.9,0.356,0.59,9.0,0.34,0.677,0.504,0.197,0.457,0.516,98.04,407,0.443,2010-11
,5,3,2,0.6,100.5,107.0,-6.5,0.463,0.69,12.0,0.396,0.643,0.519,0.231,0.474,0.539,93.62,390,0.425,2010-11
,5,3,2,0.6,91.6,94.5,-2.9,0.565,1.01,13.4,0.284,0.7,0.483,0.175,0.419,0.476,100.2,418,0.424,2010-11
,5,2,3,0.4,99.8,105.6,-5.8,0.436,0.62,10.6,0.392,0.64,0.512,0.229,0.452,0.521,98.52,410,0.417,2010-11
,5,1,4,0.2,87.0,94.3,-7.4,0.504,0.58,12.0,0.369,0.585,0.48,0.279,0.442,0.484,91.84,384,0.406,2010-11
,5,1,4,0.2,81.9,90.8,-8.9,0.477,0.55,11.4,0.318,0.631,0.471,0.264,0.417,0.467,101.88,425,0.4,2010-11
,5,0,5,0.0,92.6,103.2,-10.6,0.424,0.57,11.2,0.35,0.617,0.482,0.256,0.459,0.51,97.8,406,0.381,2010-11
,5,1,4,0.2,90.2,104.7,-14.5,0.427,0.67,10.9,0.335,0.662,0.487,0.212,0.438,0.476,107.76,449,0.356,2010-11
,5,1,4,0.2,80.5,97.8,-17.3,0.402,0.39,8.4,0.335,0.592,0.46,0.274,0.403,0.458,97.08,405,0.249,2010-11
Atlanta Hawks,82,44,38,0.537,105.1,105.8,-0.7,0.607,1.61,17.7,0.274,0.71,0.494,0.151,0.501,0.542,90.22,7410,0.493,2010-11
Boston Celtics,82,56,26,0.683,105.5,99.8,5.7,0.635,1.61,18.8,0.257,0.709,0.497,0.159,0.519,0.561,90.92,7500,0.558,2010-11
Charlotte Bobcats,82,34,48,0.415,102.8,107.0,-4.2,0.601,1.45,16.9,0.298,0.705,0.502,0.16,0.482,0.528,90.3,7444,0.48,2010-11
Chicago Bulls,82,62,20,0.756,107.2,99.5,7.8,0.601,1.57,17.3,0.332,0.717,0.528,0.154,0.501,0.541,91.2,7542,0.555,2010-11
Cleveland Cavaliers,82,19,63,0.232,101.5,110.9,-9.5,0.596,1.48,16.4,0.283,0.699,0.485,0.151,0.472,0.518,93.76,7715,0.441,2010-11
Dallas Mavericks,82,57,25,0.695,108.4,104.1,4.4,0.637,1.71,18.7,0.278,0.713,0.504,0.151,0.525,0.565,92.24,7581,0.538,2010-11
Denver Nuggets,82,50,32,0.61,111.7,106.8,4.9,0.576,1.57,17.0,0.283,0.716,0.506,0.147,0.526,0.574,96.06,7888,0.524,2010-11
Detroit Pistons,82,30,52,0.366,107.0,110.7,-3.7,0.566,1.62,16.8,0.317,0.681,0.491,0.144,0.495,0.533,89.79,7428,0.464,2010-11
Golden State Warriors,82,36,46,0.439,107.1,109.4,-2.3,0.568,1.54,17.0,0.3,0.659,0.476,0.151,0.51,0.544,95.85,7916,0.472,2010-11
Houston Rockets,82,43,39,0.524,110.2,107.9,2.3,0.617,1.76,17.8,0.315,0.69,0.501,0.141,0.503,0.55,95.14,7880,0.515,2010-11
Indiana Pacers,82,37,45,0.451,104.1,105.0,-0.9,0.536,1.28,15.2,0.297,0.703,0.501,0.16,0.486,0.533,95.5,7864,0.492,2010-11
Los Angeles Clippers,82,32,50,0.39,104.8,108.0,-3.2,0.601,1.35,16.9,0.33,0.692,0.511,0.174,0.496,0.535,93.35,7718,0.483,2010-11
Los Angeles Lakers,82,57,25,0.695,109.6,103.3,6.3,0.576,1.68,17.0,0.325,0.692,0.513,0.141,0.502,0.545,91.78,7594,0.541,2010-11
Memphis Grizzlies,82,46,36,0.561,107.0,104.5,2.5,0.528,1.48,16.0,0.333,0.682,0.505,0.15,0.493,0.534,92.42,7656,0.518,2010-11
Miami Heat,82,58,24,0.707,110.6,102.9,7.8,0.541,1.44,16.1,0.287,0.715,0.514,0.151,0.524,0.573,91.63,7564,0.556,2010-11
Milwaukee Bucks,82,35,47,0.427,100.8,101.5,-0.8,0.549,1.4,15.3,0.287,0.71,0.492,0.148,0.467,0.511,90.57,7477,0.488,2010-11
Minnesota Timberwolves,82,17,65,0.207,103.2,109.9,-6.7,0.534,1.18,15.0,0.336,0.698,0.512,0.174,0.483,0.526,97.49,8034,0.443,2010-11
New Jersey Nets,82,24,58,0.293,102.1,108.9,-6.8,0.59,1.5,16.6,0.304,0.7,0.497,0.152,0.474,0.517,90.7,7563,0.452,2010-11
New Orleans Hornets,82,46,36,0.561,105.4,104.4,1.0,0.574,1.58,16.8,0.289,0.721,0.503,0.145,0.493,0.537,89.4,7387,0.507,2010-11
New York Knicks,82,42,40,0.512,109.9,109.0,1.0,0.56,1.56,16.4,0.273,0.676,0.473,0.141,0.513,0.561,96.47,7945,0.504,2010-11
Oklahoma City Thunder,82,55,27,0.671,109.9,105.9,3.9,0.545,1.45,15.8,0.306,0.697,0.507,0.148,0.501,0.561,93.84,7824,0.529,2010-11
Orlando Magic,82,52,30,0.634,107.4,101.8,5.6,0.553,1.34,15.9,0.304,0.723,0.518,0.162,0.521,0.554,91.55,7575,0.534,2010-11
Philadelphia 76ers,82,41,41,0.5,105.3,103.8,1.5,0.596,1.75,17.6,0.278,0.714,0.497,0.138,0.494,0.535,92.78,7709,0.51,2010-11
Phoenix Suns,82,40,42,0.488,108.6,109.4,-0.8,0.604,1.66,17.9,0.275,0.681,0.48,0.147,0.522,0.559,95.18,7930,0.494,2010-11
Portland Trail Blazers,82,48,34,0.585,107.3,105.7,1.6,0.588,1.62,16.9,0.331,0.682,0.499,0.145,0.486,0.533,89.13,7359,0.516,2010-11
Sacramento Kings,82,24,58,0.293,102.9,108.4,-5.5,0.534,1.27,15.4,0.334,0.702,0.512,0.167,0.48,0.519,95.76,7923,0.462,2010-11
San Antonio Spurs,82,61,21,0.744,110.5,104.4,6.1,0.583,1.67,17.5,0.276,0.711,0.5,0.143,0.527,0.567,93.34,7691,0.538,2010-11
Toronto Raptors,82,22,60,0.268,105.2,111.7,-6.5,0.571,1.49,16.8,0.314,0.685,0.495,0.156,0.491,0.533,93.78,7723,0.459,2010-11
Utah Jazz,82,39,43,0.476,107.0,108.8,-1.8,0.627,1.63,18.0,0.314,0.679,0.496,0.154,0.498,0.544,92.03,7619,0.5,2010-11
Washington Wizards,82,23,59,0.28,101.3,109.1,-7.8,0.522,1.27,14.9,0.317,0.671,0.488,0.16,0.471,0.513,94.76,7871,0.445,2010-11
Atlanta Hawks,66,40,26,0.606,104.2,100.4,3.8,0.61,1.61,17.6,0.279,0.703,0.493,0.151,0.5,0.535,90.88,6117,0.526,2011-12
Boston Celtics,66,39,27,0.591,100.1,97.5,2.6,0.665,1.59,18.8,0.245,0.686,0.478,0.162,0.496,0.535,91.11,6055,0.535,2011-12
Charlotte Bobcats,66,7,59,0.106,94.4,109.4,-15.0,0.605,1.39,16.0,0.285,0.678,0.474,0.157,0.439,0.483,91.86,6080,0.411,2011-12
Chicago Bulls,66,50,16,0.758,106.3,97.5,8.8,0.619,1.65,17.7,0.361,0.703,0.536,0.154,0.49,0.523,89.98,5982,0.561,2011-12
Cleveland Cavaliers,66,21,45,0.318,100.0,107.6,-7.6,0.579,1.29,15.4,0.323,0.683,0.496,0.166,0.463,0.505,92.34,6140,0.439,2011-12
Dallas Mavericks,66,36,30,0.545,102.1,100.9,1.1,0.575,1.49,16.5,0.268,0.714,0.493,0.149,0.489,0.527,92.61,6195,0.51,2011-12
Denver Nuggets,66,38,28,0.576,108.3,105.1,3.2,0.615,1.56,17.9,0.316,0.705,0.515,0.16,0.516,0.556,95.03,6346,0.527,2011-12
Detroit Pistons,66,25,41,0.379,100.0,105.0,-5.0,0.538,1.19,15.1,0.322,0.689,0.5,0.172,0.468,0.51,90.31,6000,0.448,2011-12
Golden State Warriors,66,23,43,0.348,103.9,107.3,-3.4,0.591,1.61,17.4,0.256,0.658,0.46,0.147,0.505,0.539,93.78,6212,0.472,2011-12
Houston Rockets,66,34,32,0.515,104.2,104.0,0.2,0.564,1.47,16.4,0.309,0.692,0.499,0.154,0.492,0.529,92.82,6215,0.497,2011-12
Indiana Pacers,66,42,24,0.636,105.5,102.1,3.3,0.522,1.33,14.7,0.333,0.689,0.511,0.151,0.474,0.526,91.68,6115,0.521,2011-12
Los Angeles Clippers,66,40,26,0.606,107.5,104.8,2.7,0.568,1.58,16.6,0.331,0.692,0.507,0.147,0.502,0.533,89.98,5989,0.517,2011-12
Los Angeles Lakers,66,41,25,0.621,104.5,103.2,1.3,0.611,1.49,17.3,0.327,0.719,0.532,0.162,0.491,0.534,91.72,6145,0.524,2011-12
Memphis Grizzlies,66,41,25,0.621,102.8,100.6,2.2,0.532,1.35,15.4,0.335,0.688,0.508,0.157,0.473,0.515,91.82,6099,0.514,2011-12
Miami Heat,66,46,20,0.697,105.6,99.2,6.4,0.538,1.31,15.9,0.299,0.693,0.504,0.163,0.505,0.549,92.07,6154,0.553,2011-12
Milwaukee Bucks,66,31,35,0.47,104.5,104.1,0.4,0.62,1.67,17.6,0.314,0.675,0.49,0.148,0.481,0.521,94.68,6256,0.503,2011-12
Minnesota Timberwolves,66,26,40,0.394,103.1,105.3,-2.2,0.548,1.29,15.1,0.311,0.693,0.502,0.16,0.477,0.524,94.44,6268,0.483,2011-12
New Jersey Nets,66,22,44,0.333,101.8,108.1,-6.3,0.58,1.32,15.8,0.314,0.677,0.489,0.165,0.473,0.516,91.26,6036,0.448,2011-12
New Orleans Hornets,66,21,45,0.318,99.9,103.9,-4.0,0.595,1.34,16.8,0.31,0.696,0.506,0.173,0.476,0.517,89.27,5924,0.482,2011-12
New York Knicks,66,36,30,0.545,103.5,100.2,3.2,0.562,1.26,15.6,0.309,0.702,0.503,0.169,0.492,0.533,93.91,6242,0.52,2011-12
Oklahoma City Thunder,66,47,19,0.712,108.4,102.1,6.3,0.497,1.13,14.6,0.304,0.687,0.509,0.172,0.516,0.567,94.11,6273,0.542,2011-12
Orlando Magic,66,37,29,0.561,104.0,103.4,0.6,0.581,1.34,16.1,0.306,0.72,0.51,0.165,0.506,0.533,89.75,5978,0.493,2011-12
Philadelphia 76ers,66,35,31,0.53,102.7,98.2,4.6,0.588,1.97,17.5,0.277,0.712,0.495,0.123,0.48,0.511,90.68,6016,0.532,2011-12
Phoenix Suns,66,33,33,0.5,105.2,105.2,-0.1,0.596,1.6,17.4,0.294,0.687,0.493,0.15,0.499,0.536,93.61,6173,0.502,2011-12
Portland Trail Blazers,66,28,38,0.424,104.4,105.3,-0.9,0.562,1.44,16.1,0.303,0.691,0.493,0.152,0.488,0.531,92.24,6143,0.494,2011-12
Sacramento Kings,66,22,44,0.333,102.9,108.7,-5.8,0.51,1.34,14.7,0.321,0.67,0.487,0.15,0.472,0.51,95.56,6333,0.451,2011-12
San Antonio Spurs,66,50,16,0.758,110.0,102.3,7.7,0.585,1.71,17.8,0.282,0.72,0.507,0.144,0.528,0.562,93.67,6220,0.546,2011-12
Toronto Raptors,66,23,43,0.348,99.6,103.6,-3.9,0.609,1.38,16.8,0.294,0.708,0.503,0.167,0.475,0.518,90.19,6008,0.478,2011-12
Utah Jazz,66,36,30,0.545,105.5,104.9,0.5,0.57,1.54,16.6,0.34,0.703,0.519,0.15,0.481,0.525,92.53,6236,0.509,2011-12
Washington Wizards,66,20,46,0.303,100.0,104.9,-5.0,0.523,1.25,15.1,0.308,0.678,0.489,0.163,0.472,0.508,93.59,6182,0.46,2011-12
,10,6,4,0.6,98.2,94.4,3.8,0.403,0.83,10.7,0.292,0.672,0.476,0.167,0.451,0.499,100.92,840,0.515,2012-13
,5,5,0,1.0,98.0,78.0,20.0,0.378,0.65,9.9,0.311,0.662,0.493,0.193,0.454,0.519,96.96,404,0.714,2012-13
,5,3,2,0.6,102.5,93.7,8.8,0.457,0.85,11.9,0.387,0.712,0.553,0.188,0.442,0.517,95.64,400,0.631,2012-13
,5,3,2,0.6,92.9,83.7,9.2,0.563,0.91,13.0,0.318,0.653,0.484,0.192,0.419,0.484,97.32,406,0.628,2012-13
,5,4,1,0.8,106.5,91.3,15.1,0.452,0.95,14.1,0.328,0.69,0.53,0.199,0.527,0.564,96.84,403,0.628,2012-13
,5,4,1,0.8,99.5,90.9,8.6,0.432,0.9,12.0,0.32,0.673,0.501,0.177,0.469,0.513,94.1,396,0.597,2012-13
,5,4,1,0.8,102.5,93.6,8.9,0.507,0.99,14.2,0.328,0.714,0.53,0.194,0.511,0.541,96.84,402,0.584,2012-13
,5,4,1,0.8,105.1,95.3,9.9,0.489,1.07,14.1,0.38,0.718,0.543,0.181,0.49,0.53,107.16,448,0.568,2012-13
,5,4,1,0.8,108.5,98.5,10.0,0.474,1.07,13.5,0.323,0.644,0.489,0.168,0.496,0.547,96.12,399,0.564,2012-13
,5,4,1,0.8,107.4,99.0,8.4,0.412,1.03,11.9,0.437,0.593,0.509,0.163,0.457,0.503,99.96,417,0.537,2012-13
,5,3,2,0.6,101.8,94.9,6.9,0.359,0.71,10.0,0.38,0.614,0.499,0.187,0.447,0.509,94.2,391,0.536,2012-13
,5,3,2,0.6,97.1,98.8,-1.7,0.5,0.83,13.4,0.365,0.638,0.509,0.215,0.477,0.526,97.92,410,0.527,2012-13
,5,4,1,0.8,94.8,92.8,1.9,0.511,0.93,13.1,0.295,0.628,0.465,0.187,0.446,0.493,96.84,402,0.517,2012-13
,5,2,3,0.4,108.5,105.9,2.7,0.515,1.31,15.1,0.338,0.553,0.443,0.159,0.509,0.54,98.16,410,0.512,2012-13
,5,3,2,0.6,95.9,97.6,-1.7,0.429,0.59,10.9,0.378,0.685,0.536,0.244,0.462,0.511,98.97,414,0.502,2012-13
,5,2,3,0.4,98.5,97.2,1.3,0.463,0.96,12.9,0.323,0.67,0.494,0.182,0.476,0.497,94.08,391,0.498,2012-13
,5,2,3,0.4,98.2,99.2,-1.0,0.472,0.79,12.7,0.358,0.692,0.525,0.216,0.467,0.514,94.81,399,0.498,2012-13
,5,2,3,0.4,100.5,100.7,-0.2,0.459,0.94,13.2,0.34,0.685,0.51,0.19,0.488,0.516,96.36,406,0.486,2012-13
,5,1,4,0.2,90.8,93.7,-2.9,0.581,1.1,14.6,0.296,0.696,0.495,0.18,0.43,0.467,92.97,401,0.482,2012-13
,5,1,4,0.2,101.2,103.0,-1.7,0.431,0.78,11.3,0.411,0.668,0.535,0.199,0.448,0.508,96.96,403,0.479,2012-13
,5,2,3,0.4,99.0,104.4,-5.3,0.476,0.92,12.9,0.294,0.681,0.501,0.183,0.471,0.527,98.52,409,0.475,2012-13
,5,1,4,0.2,94.1,98.4,-4.4,0.411,0.7,10.1,0.337,0.67,0.5,0.188,0.412,0.49,92.88,388,0.471,2012-13
,5,2,3,0.4,91.2,95.2,-4.1,0.477,0.73,11.4,0.299,0.694,0.489,0.198,0.438,0.494,100.56,419,0.457,2012-13
,5,2,3,0.4,103.1,106.1,-3.1,0.435,1.02,12.7,0.33,0.625,0.476,0.168,0.482,0.514,94.32,393,0.453,2012-13
,5,2,3,0.4,92.4,98.1,-5.7,0.469,0.79,12.2,0.345,0.702,0.523,0.206,0.442,0.481,98.56,423,0.451,2012-13
,5,2,3,0.4,98.4,107.8,-9.4,0.47,0.85,12.0,0.306,0.618,0.468,0.183,0.454,0.514,107.76,449,0.44,2012-13
,5,1,4,0.2,95.7,108.5,-12.8,0.466,0.66,12.4,0.348,0.62,0.488,0.246,0.49,0.527,101.28,422,0.385,2012-13
,5,1,4,0.2,88.8,104.9,-16.1,0.429,0.67,9.7,0.382,0.638,0.506,0.198,0.375,0.444,98.16,410,0.365,2012-13
,5,0,5,0.0,93.9,113.3,-19.3,0.415,0.7,10.4,0.33,0.635,0.473,0.194,0.425,0.484,99.24,413,0.343,2012-13
,5,1,4,0.2,83.7,111.4,-27.7,0.398,0.57,9.1,0.341,0.727,0.519,0.206,0.377,0.433,95.4,399,0.263,2012-13
Atlanta Hawks,82,44,38,0.537,103.7,103.4,0.3,0.651,1.65,18.8,0.254,0.701,0.482,0.157,0.517,0.546,93.56,7744,0.509,2012-13
Boston Celtics,81,41,40,0.506,102.2,102.6,-0.5,0.614,1.56,17.9,0.246,0.69,0.477,0.154,0.503,0.542,92.46,7652,0.507,2012-13
Brooklyn Nets,82,49,33,0.598,106.9,104.8,2.0,0.567,1.38,16.1,0.343,0.701,0.52,0.162,0.498,0.536,89.88,7433,0.509,2012-13
Charlotte Bobcats,82,21,61,0.256,100.4,110.3,-9.9,0.562,1.38,15.3,0.305,0.679,0.486,0.151,0.46,0.507,92.49,7632,0.438,2012-13
Chicago Bulls,82,45,37,0.549,102.4,101.9,0.5,0.645,1.61,17.8,0.332,0.699,0.514,0.157,0.47,0.512,90.35,7460,0.514,2012-13
Cleveland Cavaliers,82,24,58,0.293,103.2,108.2,-5.0,0.566,1.47,15.9,0.326,0.695,0.5,0.15,0.473,0.514,93.25,7666,0.45,2012-13
Dallas Mavericks,82,41,41,0.5,104.7,105.4,-0.6,0.599,1.67,17.7,0.259,0.698,0.484,0.144,0.506,0.544,95.09,7917,0.502,2012-13
Denver Nuggets,82,57,25,0.695,109.3,104.2,5.1,0.6,1.6,17.8,0.345,0.675,0.513,0.157,0.515,0.549,95.92,7960,0.538,2012-13
Detroit Pistons,82,29,53,0.354,102.7,107.2,-4.5,0.585,1.4,16.6,0.324,0.695,0.506,0.164,0.487,0.521,91.68,7571,0.467,2012-13
Golden State Warriors,82,47,35,0.573,105.1,104.2,0.9,0.589,1.49,17.1,0.285,0.712,0.506,0.157,0.506,0.545,95.64,7893,0.502,2012-13
Houston Rockets,82,45,37,0.549,108.8,105.3,3.5,0.609,1.41,17.3,0.305,0.71,0.509,0.169,0.525,0.564,96.89,7988,0.51,2012-13
Indiana Pacers,81,49,32,0.605,103.4,99.0,4.4,0.578,1.34,16.0,0.336,0.701,0.522,0.165,0.479,0.521,90.9,7420,0.537,2012-13
Los Angeles Clippers,82,56,26,0.683,109.8,102.8,6.9,0.62,1.64,18.4,0.323,0.697,0.512,0.159,0.526,0.557,91.83,7552,0.548,2012-13
Los Angeles Lakers,82,45,37,0.549,107.0,105.9,1.1,0.598,1.48,16.8,0.309,0.702,0.51,0.157,0.512,0.548,95.08,7830,0.513,2012-13
Memphis Grizzlies,82,56,26,0.683,103.6,99.1,4.5,0.579,1.5,16.5,0.344,0.702,0.52,0.155,0.472,0.514,89.56,7394,0.531,2012-13
Miami Heat,82,66,16,0.805,111.4,103.2,8.2,0.6,1.65,18.4,0.264,0.678,0.485,0.151,0.552,0.588,91.26,7572,0.564,2012-13
Milwaukee Bucks,82,38,44,0.463,102.5,104.2,-1.7,0.6,1.62,17.0,0.315,0.678,0.491,0.146,0.476,0.51,95.65,7909,0.488,2012-13
Minnesota Timberwolves,82,31,51,0.378,101.8,104.0,-2.2,0.624,1.51,17.1,0.312,0.702,0.5,0.157,0.473,0.516,93.94,7712,0.494,2012-13
New Orleans Hornets,82,27,55,0.329,104.5,108.9,-4.4,0.582,1.44,16.7,0.332,0.705,0.514,0.162,0.489,0.528,89.5,7379,0.464,2012-13
New York Knicks,82,54,28,0.659,109.8,105.4,4.5,0.527,1.6,15.6,0.291,0.708,0.494,0.132,0.515,0.55,90.68,7462,0.512,2012-13
Oklahoma City Thunder,82,60,22,0.732,111.0,101.2,9.9,0.561,1.4,16.6,0.291,0.702,0.513,0.16,0.527,0.58,94.58,7808,0.57,2012-13
Orlando Magic,82,20,62,0.244,100.9,108.4,-7.4,0.605,1.57,17.6,0.293,0.707,0.498,0.156,0.485,0.514,92.81,7646,0.459,2012-13
Philadelphia 76ers,82,34,48,0.415,101.0,104.7,-3.7,0.61,1.74,17.7,0.291,0.695,0.489,0.141,0.481,0.509,91.88,7566,0.474,2012-13
Phoenix Suns,82,25,57,0.305,100.2,106.9,-6.7,0.606,1.45,17.1,0.308,0.687,0.491,0.164,0.477,0.512,94.48,7793,0.458,2012-13
Portland Trail Blazers,82,33,49,0.402,104.5,107.9,-3.4,0.593,1.48,17.0,0.294,0.702,0.495,0.157,0.498,0.536,92.46,7649,0.468,2012-13
Sacramento Kings,82,28,54,0.341,105.3,110.0,-4.7,0.553,1.42,16.0,0.306,0.673,0.485,0.154,0.491,0.532,94.65,7804,0.454,2012-13
San Antonio Spurs,82,58,24,0.707,107.0,100.3,6.7,0.641,1.71,19.1,0.243,0.715,0.493,0.153,0.531,0.568,95.31,7892,0.551,2012-13
