TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON
Houston Rockets,87,54,33,0.621,114.2,109.8,4.4,0.547,1.64,16.3,0.363,0.711,0.532,0.142,0.52,0.551,99.42,8605,0.515,2024-25
Indiana Pacers,87,51,36,0.586,114.5,112.9,1.6,0.67,2.1,20.2,0.26,0.705,0.485,0.135,0.558,0.591,101.14,8802,0.518,2024-25
LA Clippers,87,54,33,0.621,114.5,109.2,5.3,0.606,1.68,18.3,0.288,0.729,0.513,0.151,0.553,0.589,98.3,8512,0.523,2024-25
Los Angeles Lakers,90,53,37,0.589,113.9,113.2,0.6,0.635,1.82,18.7,0.285,0.699,0.497,0.144,0.547,0.583,98.6,8763,0.506,2024-25
Memphis Grizzlies,91,54,37,0.593,116.8,112.0,4.9,0.63,1.79,18.9,0.334,0.699,0.517,0.151,0.55,0.584,103.57,9294,0.525,2024-25
Miami Heat,91,45,46,0.495,112.6,111.4,1.2,0.651,1.91,19.2,0.266,0.719,0.495,0.14,0.545,0.578,97.63,8849,0.509,2024-25
Milwaukee Bucks,87,48,39,0.552,114.1,112.9,1.2,0.607,1.85,18.5,0.238,0.722,0.49,0.136,0.564,0.594,100.34,8682,0.507,2024-25
Minnesota Timberwolves,87,53,34,0.609,115.3,110.1,5.2,0.636,1.78,18.6,0.304,0.707,0.507,0.148,0.55,0.585,98.44,8546,0.525,2024-25
New Orleans Pelicans,87,21,66,0.241,109.1,118.4,-9.3,0.633,1.7,18.1,0.304,0.679,0.487,0.15,0.518,0.551,99.76,8626,0.455,2024-25
New York Knicks,87,54,33,0.621,116.6,112.9,3.8,0.633,2.01,19.4,0.304,0.709,0.508,0.137,0.555,0.588,98.03,8535,0.527,2024-25
Oklahoma City Thunder,90,71,19,0.789,117.7,106.4,11.3,0.604,2.16,18.7,0.283,0.705,0.497,0.122,0.554,0.587,101.07,8974,0.556,2024-25
Orlando Magic,87,43,44,0.494,109.1,109.2,-0.1,0.606,1.61,17.2,0.302,0.719,0.501,0.149,0.514,0.553,96.93,8376,0.499,2024-25
Philadelphia 76ers,90,29,61,0.322,110.8,116.2,-5.4,0.579,1.64,16.8,0.28,0.672,0.471,0.141,0.525,0.563,98.6,8793,0.464,2024-25
Phoenix Suns,87,38,49,0.437,114.3,117.1,-2.8,0.67,1.94,19.8,0.265,0.708,0.493,0.143,0.559,0.593,98.59,8553,0.493,2024-25
Portland Trail Blazers,87,39,48,0.448,110.2,112.9,-2.7,0.588,1.47,16.8,0.332,0.682,0.501,0.161,0.517,0.551,99.92,8644,0.473,2024-25
Sacramento Kings,87,42,45,0.483,115.0,114.5,0.6,0.615,1.91,18.8,0.292,0.727,0.509,0.138,0.547,0.581,99.13,8619,0.503,2024-25
San Antonio Spurs,90,39,51,0.433,112.3,115.2,-2.9,0.679,1.96,19.6,0.292,0.69,0.49,0.142,0.534,0.566,100.04,8892,0.491,2024-25
Toronto Raptors,87,32,55,0.368,109.1,113.3,-4.3,0.683,1.83,19.4,0.314,0.694,0.499,0.153,0.52,0.55,100.6,8716,0.476,2024-25
Utah Jazz,90,22,68,0.244,109.3,118.0,-8.7,0.632,1.43,17.7,0.312,0.705,0.509,0.174,0.53,0.565,101.17,9033,0.453,2024-25
Washington Wizards,87,21,66,0.241,105.4,117.0,-11.6,0.639,1.59,17.7,0.272,0.685,0.476,0.153,0.51,0.544,101.96,8810,0.44,2024-25
